 01/21  00:15:00,westZone,15.399589149171877
 01/21  00:30:00,westZone,15.399589148969858
 01/21  00:45:00,westZone,15.399589148774272
 01/21  01:00:00,westZone,15.399589148584896
 01/21  01:15:00,westZone,15.399589148401514
 01/21  01:30:00,westZone,15.399589148223988
 01/21  01:45:00,westZone,15.399589148052078
 01/21  02:00:00,westZone,15.399589147885646
 01/21  02:15:00,westZone,15.399589147724509
 01/21  02:30:00,westZone,15.399589147568486
 01/21  02:45:00,westZone,15.39958914741741
 01/21  03:00:00,westZone,15.399589147271126
 01/21  03:15:00,westZone,15.399589147129525
 01/21  03:30:00,westZone,15.399589146992442
 01/21  03:45:00,westZone,15.399589146859691
 01/21  04:00:00,westZone,15.399589146731136
 01/21  04:15:00,westZone,15.399589146606695
 01/21  04:30:00,westZone,15.399589146486203
 01/21  04:45:00,westZone,15.399589146369545
 01/21  05:00:00,westZone,15.39958914625657
 01/21  05:15:00,westZone,15.399589146147164
 01/21  05:30:00,westZone,15.399589146041263
 01/21  05:45:00,westZone,15.39958914593876
 01/21  06:00:00,westZone,15.399589145839483
 01/21  06:15:00,westZone,15.399589145743377
 01/21  06:30:00,westZone,15.399589145650308
 01/21  06:45:00,westZone,15.399589145560212
 01/21  07:00:00,westZone,15.399589145472971
 01/21  07:15:00,westZone,15.39958914538849
 01/21  07:30:00,westZone,15.399589145306724
 01/21  07:45:00,westZone,15.399589145227548
 01/21  08:00:00,westZone,15.399589145150912
 01/21  08:15:00,westZone,15.399589145076671
 01/21  08:30:00,westZone,15.399589145004787
 01/21  08:45:00,westZone,15.399589144935216
 01/21  09:00:00,westZone,15.39958914486786
 01/21  09:15:00,westZone,15.39958914480262
 01/21  09:30:00,westZone,15.39958914473946
 01/21  09:45:00,westZone,15.3995891446783
 01/21  10:00:00,westZone,15.3995891446191
 01/21  10:15:00,westZone,15.3995891445618
 01/21  10:30:00,westZone,15.399589144506288
 01/21  10:45:00,westZone,15.399589144452523
 01/21  11:00:00,westZone,15.399589144400498
 01/21  11:15:00,westZone,15.399589144350116
 01/21  11:30:00,westZone,15.39958914430131
 01/21  11:45:00,westZone,15.399589144254072
 01/21  12:00:00,westZone,15.399589144208347
 01/21  12:15:00,westZone,15.399589144164093
 01/21  12:30:00,westZone,15.399589144121215
 01/21  12:45:00,westZone,15.399589144079725
 01/21  13:00:00,westZone,15.399589144039542
 01/21  13:15:00,westZone,15.399589144000654
 01/21  13:30:00,westZone,15.399589143962972
 01/21  13:45:00,westZone,15.399589143926528
 01/21  14:00:00,westZone,15.399589143891223
 01/21  14:15:00,westZone,15.399589143857012
 01/21  14:30:00,westZone,15.399589143823892
 01/21  14:45:00,westZone,15.39958914379185
 01/21  15:00:00,westZone,15.39958914376082
 01/21  15:15:00,westZone,15.399589143730749
 01/21  15:30:00,westZone,15.399589143701665
 01/21  15:45:00,westZone,15.399589143673497
 01/21  16:00:00,westZone,15.399589143646228
 01/21  16:15:00,westZone,15.399589143619808
 01/21  16:30:00,westZone,15.399589143594248
 01/21  16:45:00,westZone,15.399589143569504
 01/21  17:00:00,westZone,15.399589143545528
 01/21  17:15:00,westZone,15.399589143522316
 01/21  17:30:00,westZone,15.399589143499874
 01/21  17:45:00,westZone,15.399589143478124
 01/21  18:00:00,westZone,15.399589143457034
 01/21  18:15:00,westZone,15.39958914343664
 01/21  18:30:00,westZone,15.399589143416877
 01/21  18:45:00,westZone,15.399589143397767
 01/21  19:00:00,westZone,15.399589143379274
 01/21  19:15:00,westZone,15.399589143361341
 01/21  19:30:00,westZone,15.399589143343988
 01/21  19:45:00,westZone,15.399589143327193
 01/21  20:00:00,westZone,15.399589143310951
 01/21  20:15:00,westZone,15.399589143295238
 01/21  20:30:00,westZone,15.39958914327998
 01/21  20:45:00,westZone,15.399589143265196
 01/21  21:00:00,westZone,15.399589143250896
 01/21  21:15:00,westZone,15.399589143237046
 01/21  21:30:00,westZone,15.39958914322365
 01/21  21:45:00,westZone,15.399589143210665
 01/21  22:00:00,westZone,15.399589143198114
 01/21  22:15:00,westZone,15.39958914318597
 01/21  22:30:00,westZone,15.399589143174193
 01/21  22:45:00,westZone,15.399589143162782
 01/21  23:00:00,westZone,15.399589143151726
 01/21  23:15:00,westZone,15.39958914314103
 01/21  23:30:00,westZone,15.399589143130669
 01/21  23:45:00,westZone,15.399589143120657
 01/21  24:00:00,westZone,15.399589143110973
 07/21  00:15:00,westZone,24.74266765511957
 07/21  00:30:00,westZone,24.60681934110307
 07/21  00:45:00,westZone,24.48119245097036
 07/21  01:00:00,westZone,24.364857229843345
 07/21  01:15:00,westZone,24.257924548102828
 07/21  01:30:00,westZone,24.159199016075323
 07/21  01:45:00,westZone,24.0674363274843
 07/21  02:00:00,westZone,23.98180735065351
 07/21  02:15:00,westZone,23.902226925007508
 07/21  02:30:00,westZone,23.828122748357185
 07/21  02:45:00,westZone,23.758817399940252
 07/21  03:00:00,westZone,23.69379253507189
 07/21  03:15:00,westZone,23.63265791929857
 07/21  03:30:00,westZone,23.575074148353167
 07/21  03:45:00,westZone,23.520726276769118
 07/21  04:00:00,westZone,23.469325937950096
 07/21  04:15:00,westZone,23.421212085316384
 07/21  04:30:00,westZone,23.3760257924473
 07/21  04:45:00,westZone,23.333322598719388
 07/21  05:00:00,westZone,23.29906100453005
 07/21  05:15:00,westZone,23.33957514784704
 07/21  05:30:00,westZone,23.384668404842166
 07/21  05:45:00,westZone,23.44556420936253
 07/21  06:00:00,westZone,23.530865235862368
 07/21  06:15:00,westZone,23.61517906254824
 07/21  06:30:00,westZone,23.688444555878483
 07/21  06:45:00,westZone,23.796818050227596
 07/21  07:00:00,westZone,23.86968801362299
 07/21  07:15:00,westZone,24.25037010653383
 07/21  07:30:00,westZone,24.59055307974909
 07/21  07:45:00,westZone,24.80713428496506
 07/21  08:00:00,westZone,25.0010915943734
 07/21  08:15:00,westZone,26.003871668404337
 07/21  08:30:00,westZone,26.77938226517455
 07/21  08:45:00,westZone,27.0628020932976
 07/21  09:00:00,westZone,27.53555642460369
 07/21  09:15:00,westZone,27.856946143349678
 07/21  09:30:00,westZone,28.1650166425562
 07/21  09:45:00,westZone,28.44050970406491
 07/21  10:00:00,westZone,28.69238520922535
 07/21  10:15:00,westZone,28.92408078518092
 07/21  10:30:00,westZone,29.13808310258254
 07/21  10:45:00,westZone,29.34426266540429
 07/21  11:00:00,westZone,29.528585646727556
 07/21  11:15:00,westZone,29.703431046654973
 07/21  11:30:00,westZone,29.86148362190155
 07/21  11:45:00,westZone,30.01312280027529
 07/21  12:00:00,westZone,30.1554764254967
 07/21  12:15:00,westZone,30.22660149486775
 07/21  12:30:00,westZone,30.35644014658461
 07/21  12:45:00,westZone,30.58211177875487
 07/21  13:00:00,westZone,30.8622411030498
 07/21  13:15:00,westZone,31.2730318447594
 07/21  13:30:00,westZone,31.69680686694467
 07/21  13:45:00,westZone,32.11918124863709
 07/21  14:00:00,westZone,32.557192654905066
 07/21  14:15:00,westZone,33.00866660889028
 07/21  14:30:00,westZone,33.45404601231584
 07/21  14:45:00,westZone,33.89004434148061
 07/21  15:00:00,westZone,34.33835092396703
 07/21  15:15:00,westZone,34.76212847095148
 07/21  15:30:00,westZone,35.14795719753192
 07/21  15:45:00,westZone,35.499651722103025
 07/21  16:00:00,westZone,35.81269588733238
 07/21  16:15:00,westZone,36.08987357698545
 07/21  16:30:00,westZone,36.32877835971529
 07/21  16:45:00,westZone,36.59015857086588
 07/21  17:00:00,westZone,36.881294790896895
 07/21  17:15:00,westZone,36.81718713907114
 07/21  17:30:00,westZone,36.84515306600791
 07/21  17:45:00,westZone,36.83165908808523
 07/21  18:00:00,westZone,36.70338187950967
 07/21  18:15:00,westZone,36.23955851577648
 07/21  18:30:00,westZone,35.567669030001326
 07/21  18:45:00,westZone,34.62057299225227
 07/21  19:00:00,westZone,33.49883404865711
 07/21  19:15:00,westZone,32.51174246761109
 07/21  19:30:00,westZone,31.534643112656628
 07/21  19:45:00,westZone,30.89424316536236
 07/21  20:00:00,westZone,30.14853498188992
 07/21  20:15:00,westZone,29.512477056962062
 07/21  20:30:00,westZone,29.102546298250747
 07/21  20:45:00,westZone,28.464413911154587
 07/21  21:00:00,westZone,28.05429928388411
 07/21  21:15:00,westZone,27.68342870317665
 07/21  21:30:00,westZone,27.353041848139263
 07/21  21:45:00,westZone,27.058453593553608
 07/21  22:00:00,westZone,26.802136379993364
 07/21  22:15:00,westZone,26.52063758699844
 07/21  22:30:00,westZone,26.137195765431
 07/21  22:45:00,westZone,25.86023760706015
 07/21  23:00:00,westZone,25.66062824624345
 07/21  23:15:00,westZone,25.44351822672789
 07/21  23:30:00,westZone,25.235039637058957
 07/21  23:45:00,westZone,25.05193025413355
 07/21  24:00:00,westZone,24.88999273867097
